Default channel group,Data driven path attributed conversions,Conversions,Purchase revenue,Days to conversion,Touchpoints to conversion
"[""Referral"",""Referral"",""Display""]",NaN,10,0,73.8,3
"[""Cross-network"",""Cross-network"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Organic Search"",""Organic Search""]",NaN,10,0,74,8
"[""Referral"",""Referral"",""Paid Video"",""Paid Video"",""Cross-network""]",NaN,10,0,74.8,5
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Paid Search""]",NaN,10,0,75,9
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,0,76.8,14
"[""Cross-network"",""Cross-network"",""Display"",""Display"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,10,0,77,7
"[""Display"",""Display"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network""]",NaN,10,0,77,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Display"",""Organic Video"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,10,0,77.2,20
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social""]",NaN,10,0,77.6,7
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,10,0,78.8,50
"[""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Paid Search""]",NaN,10,0,78.9,20
"[""Organic Video"",""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Email"",""Email"",""Email""]",NaN,10,0,79,17
"[""Cross-network"",""Cross-network"",""Cross-network"",""Display"",""Paid Search"",""Paid Search""]",NaN,10,0,81,6
"[""Paid Search"",""Paid Search"",""Display"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,10,0,81,16
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Paid Search""]",NaN,10,0,81,17
"[""Cross-network"",""Cross-network"",""Paid Video"",""Paid Search"",""Paid Video""]",NaN,10,0,82,5
"[""Paid Search"",""Organic Search"",""Display"",""Paid Search"",""Cross-network"",""Cross-network""]",NaN,10,0,83,6
"[""Paid Search"",""Paid Search"",""Organic Social"",""Organic Social"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,0,83,15
"[""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,10,0,84,20
"[""Organic Search"",""Organic Search"",""Organic Search"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,10,0,84.1,15
"[""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Email"",""Email"",""Email""]",NaN,10,0,84.2,9
"[""Display"",""Paid Search"",""Paid Search"",""Display""]",NaN,10,0,85,4
"[""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Display"",""Paid Search"",""Paid Search""]",NaN,10,0,85,8
"[""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,10,0,85,28
"[""Paid Search"",""Organic Video"",""Display"",""Cross-network""]",NaN,10,0,85.2,4
"[""Paid Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,10,0,86,10
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Paid Video"",""Paid Video""]",NaN,10,0,86,15
"[""Organic Social"",""Organic Social"",""Organic Video""]",NaN,10,0,86.6,3
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,0,87,14
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network""]",NaN,10,0,87,15
"[""Email"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search""]",NaN,10,0,87,16
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,10,0,87,19
"[""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Referral"",""Referral""]",NaN,10,0,88,11
"[""Cross-network"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Cross-network"",""Paid Video"",""Cross-network"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search""]",NaN,10,0,88,12
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,10,0,88,17
"[""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,0,88,18
"[""Paid Video"",""Paid Video"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email""]",NaN,10,119.999112,10,9
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Referral"",""Referral""]",NaN,10,119.999196,2.8,12.1
"[""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video"",""Cross-network"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video"",""Cross-network"",""Paid Video""]",NaN,10,119.999377,10,17
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Video"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Video"",""Paid Search"",""Paid Video"",""Paid Search""]",NaN,10,119.999488,12,16
"[""Paid Video"",""Cross-network"",""Paid Video"",""Cross-network"",""Paid Video"",""Paid Video"",""Paid Video"",""Cross-network"",""Paid Video"",""Cross-network"",""Cross-network"",""Paid Video"",""Paid Video"",""Paid Video""]",NaN,10,119.999534,8,14
"[""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video"",""Cross-network"",""Paid Video"",""Paid Video"",""Paid Video"",""Paid Video"",""Cross-network"",""Paid Video"",""Cross-network"",""Paid Video""]",NaN,10,120.000059,12,17
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Social"",""Organic Search"",""Organic Search"",""Organic Social""]",NaN,10,120.913348,1,7
"[""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search""]",NaN,10,149.999645,46,8
"[""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,149.999898,18,20
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Paid Video""]",NaN,10,179.998215,56,16
"[""Organic Search"",""Paid Video"",""Organic Video"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,10,399.99903,12,14
"[""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,10,399.999747,10,8
"[""SMS"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,10,459.998222,5,20
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,10,463.999505,0,20
"[""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Display"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,467.998786,86,10
"[""SMS"",""SMS"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,10,488.748859,10,7
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,10,517.916728,5,20
"[""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search""]",NaN,10,549.9996,7.4,9.8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email""]",NaN,10,559.997189,13,20
"[""Paid Search"",""Paid Search"",""Organic Social"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,567.999688,40,7
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search""]",NaN,10,574.999255,16,20
"[""Organic Video"",""Cross-network"",""Organic Search""]",NaN,10,599.999576,0,3
"[""Display"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Paid Search""]",NaN,10,609.99968,76,11
"[""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Cross-network""]",NaN,10,649.999419,21,10
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral""]",NaN,10,707.217361,0.1,15
"[""Referral"",""Referral"",""Organic Video"",""Organic Video"",""Organic Video"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,10,799.999221,6,9
"[""Organic Video"",""Organic Video"",""Organic Video"",""Organic Search""]",NaN,10,804.999586,7.5,4.4
"[""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,10,839.999492,8,11
"[""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Paid Search""]",NaN,10,869.996782,34,16
"[""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,10,977.499389,0.5,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,10,999.998813,0,20
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,999.999085,21.5,20
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,999.999228,2,20
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,999.999652,27,9
"[""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,1000.000087,1,20
"[""Cross-network"",""Cross-network"",""Cross-network"",""Email"",""Email"",""Email""]",NaN,10,1002.716284,35.8,6
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Cross-network""]",NaN,10,1039.999965,82,7
"[""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,10,1049.999998,37,20
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,10,1099.997741,64,16
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,1099.998657,27,13
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Social"",""Organic Social"",""Paid Search"",""Cross-network"",""Cross-network""]",NaN,10,1099.998919,58,12
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,1099.999107,21,16
"[""Display"",""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Email"",""Cross-network"",""Paid Search"",""Paid Search""]",NaN,10,1099.999493,78.4,9
"[""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Unassigned"",""Paid Search"",""Cross-network"",""Cross-network""]",NaN,10,1099.999819,30.5,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search""]",NaN,10,1103.999716,55,15
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Cross-network"",""Paid Search""]",NaN,10,1119.99969,83,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Video"",""Referral"",""Referral""]",NaN,10,1144.173231,30,20
"[""Cross-network"",""Paid Video"",""Paid Search"",""Cross-network"",""Paid Search"",""Organic Search""]",NaN,10,1174.951638,51,6
"[""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,1179.999297,68,15
"[""Referral"",""Paid Search""]",NaN,10,1179.999758,44.5,2
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,10,1199.999313,18,40
"[""Paid Video"",""Organic Video"",""Organic Video"",""Organic Video"",""Referral"",""Referral""]",NaN,10,1200.000425,0,6
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,10,1270.10207,45.9,12
"[""Paid Video"",""Cross-network"",""Email"",""Email"",""Paid Search"",""Cross-network""]",NaN,10,1299.999461,85,6
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,10,1379.99737,51,18
"[""Cross-network"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,10,1379.998001,26.8,13
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Video"",""Organic Video""]",NaN,10,1442.6527,70.7,13
"[""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search""]",NaN,10,1499.999262,67,11
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,1499.9998,86,14
"[""Paid Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network"",""Paid Search"",""Cross-network""]",NaN,10,1501.57583,21.8,15
"[""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Video"",""Paid Search"",""Paid Search""]",NaN,10,1599.999471,67,12
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,1671.997038,30,13
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Display"",""Paid Search"",""Paid Search""]",NaN,10,1789.99969,29.6,8
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Organic Video"",""Organic Video""]",NaN,10,1941.402049,0,9
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,10,1954.999287,73.8,9
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search""]",NaN,10,1999.997891,56,14
"[""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,2000.000174,1,20
"[""Organic Search"",""Organic Search"",""Paid Search"",""Cross-network"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,2000.196117,26,17
"[""Paid Search"",""Paid Search"",""Cross-network"",""Display"",""Paid Search""]",NaN,10,2002.715936,47.4,5
"[""Referral"",""Cross-network"",""Paid Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,10,2109.996525,67.2,12
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search""]",NaN,10,2123.999329,34,14
"[""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,2199.998118,88,12
"[""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search"",""Referral"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search""]",NaN,10,2223.997411,64,15
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network"",""Paid Search"",""Referral"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,10,2223.998863,68,15
"[""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,10,2290.257646,12.7,15
"[""Paid Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,10,2299.998567,44.1,16.2
"[""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Cross-network""]",NaN,10,2359.998368,47,17
"[""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Cross-network"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search""]",NaN,10,2429.996119,67,18
"[""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search""]",NaN,10,2959.991619,41,17
"[""Paid Search"",""Email"",""Email"",""Email"",""Email"",""Email"",""Email"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Paid Search""]",NaN,10,2959.999926,86,12
"[""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral""]",NaN,10,2999.996824,1,20
"[""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Referral"",""Referral"",""Organic Search""]",NaN,10,3449.99467,0,9
"[""Paid Search"",""Organic Search"",""Organic Search"",""Referral"",""Referral"",""Organic Search"",""Organic Search""]",NaN,10,3539.998754,46.1,7
"[""Paid Search"",""Organic Search"",""Paid Search"",""Paid Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Paid Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Organic Search"",""Paid Search""]",NaN,10,5031.99957,23,20
